Country/Territory,1970,1980,1990,2000,2010,2015,2020,2022
Benin,0.003023443,0.003833939,0.005133419,0.006998023,0.00944571,0.010932783,0.012643123,0.013352864
Burundi,0.003497834,0.004312834,0.005483793,0.006307659,0.009126605,0.010727148,0.012220227,0.012889576
Tunisia,0.005047404,0.006578156,0.008440023,0.009893316,0.010895063,0.011557779,0.012161723,0.012356117
Bolivia,0.004585693,0.005736088,0.007096194,0.008592656,0.01022327,0.011090085,0.011936162,0.01222411
Belgium,0.009629376,0.009828986,0.00995956,0.010264343,0.010877947,0.011248303,0.011561717,0.01165593
Haiti,0.004680812,0.005646676,0.006925331,0.008360225,0.00984288,0.010563757,0.011306801,0.011584996
Jordan,0.001557374,0.002216903,0.003480587,0.005056174,0.006931258,0.009494246,0.010928721,0.011285869
Dominican Republic,0.004475871,0.0057558,0.007129004,0.008540791,0.009775755,0.010405832,0.010999664,0.011228821
Cuba,0.008869636,0.009809107,0.01062668,0.011105791,0.011290417,0.011339894,0.011300698,0.011212191
South Sudan,0.00334241,0.004192011,0.004750817,0.00611444,0.009714419,0.011194299,0.010606227,0.010913164
Sweden,0.008027702,0.008311763,0.008548406,0.008871043,0.009381729,0.009849349,0.010368969,0.010549347
Czech Republic,0.009795744,0.01027006,0.010301192,0.01023471,0.010464749,0.010523798,0.010530953,0.010493986
Honduras,0.002782753,0.00377799,0.005053234,0.006656725,0.008450933,0.009294505,0.010121763,0.01043286
Greece,0.008544873,0.009307148,0.010302255,0.011038109,0.011033783,0.010806641,0.010512232,0.010384971
Azerbaijan,0.005425317,0.00638306,0.007427836,0.008190337,0.009237202,0.00986348,0.010284951,0.010358074
Portugal,0.008683631,0.009785252,0.010007346,0.010300626,0.010588401,0.010365435,0.010298192,0.010270865
Papua New Guinea,0.002489059,0.003104788,0.003864972,0.005508297,0.007583269,0.008682174,0.00974964,0.010142619
Hungary,0.010315366,0.010698679,0.010375989,0.010202055,0.009986825,0.009844246,0.009750573,0.009967308
Tajikistan,0.002993019,0.004045965,0.00541786,0.006272998,0.007621779,0.008524063,0.009543207,0.009952787
Belarus,0.009170786,0.009817257,0.010428525,0.010256483,0.009731427,0.009700609,0.00963374,0.009534954
United Arab Emirates,0.000298084,0.001014048,0.001900151,0.003275333,0.008481771,0.008916899,0.009287289,0.009441129
Israel,0.002907307,0.003744608,0.004803254,0.006116958,0.007328445,0.008007778,0.008757489,0.009038309
Austria,0.007465301,0.007547561,0.007678729,0.008010428,0.008362829,0.008642421,0.008907777,0.008939617
Togo,0.002197383,0.00283811,0.003875947,0.005008035,0.006571855,0.007473229,0.00844258,0.008848699
Switzerland,0.006181227,0.006319113,0.006711693,0.007182059,0.007822435,0.008281732,0.008638613,0.008740472
Sierra Leone,0.002778557,0.003367477,0.004325388,0.004584067,0.006436698,0.007314773,0.008233969,0.008605718
Laos,0.002675283,0.003297519,0.004314443,0.005430853,0.006323418,0.006787419,0.007319399,0.007529475
Hong Kong,0.003955072,0.004978544,0.005838574,0.006731195,0.007132438,0.007399838,0.007500958,0.007488865
Serbia,0.007193533,0.00777701,0.007987529,0.007935022,0.007653748,0.007519496,0.007358005,0.007221365
Nicaragua,0.002444767,0.003303309,0.00422782,0.005123222,0.005855734,0.006298598,0.006755895,0.006948392
Libya,0.001909177,0.00296272,0.004236983,0.00515479,0.006491988,0.006192235,0.006653942,0.006812341
Bulgaria,0.00858295,0.008980606,0.008767778,0.008097691,0.007592273,0.007309253,0.006979175,0.006781953
Paraguay,0.002408787,0.003078912,0.004059195,0.005123819,0.005768613,0.00617795,0.006618695,0.006780744
Kyrgyzstan,0.003016384,0.003691209,0.004394734,0.004935182,0.005483774,0.00591498,0.006424874,0.006630623
Turkmenistan,0.002201432,0.002862903,0.003720278,0.004569132,0.00526797,0.005766431,0.006250438,0.00643077
El Salvador,0.00361909,0.004508992,0.005367179,0.005958482,0.006114034,0.006231066,0.006292731,0.006336392
Singapore,0.002061831,0.002400729,0.003022209,0.004053602,0.00516359,0.005650018,0.005909869,0.005975689
Republic of the Congo,0.001396989,0.001829256,0.002385435,0.00313403,0.004437884,0.005064386,0.005702174,0.005970424
Denmark,0.004922963,0.005125392,0.005144623,0.005340655,0.005550849,0.005677796,0.005825641,0.005882261
Slovakia,0.004522867,0.004973883,0.005261305,0.00537669,0.005396424,0.005424444,0.005456681,0.005643453
Central African Republic,0.002067356,0.002415276,0.002809221,0.00375917,0.004660067,0.004819333,0.00534302,0.005579144
Finland,0.004606621,0.004779418,0.004986545,0.005176209,0.005363271,0.005479461,0.005529468,0.005540745
Lebanon,0.002381791,0.002963702,0.0035937,0.004320642,0.0049958,0.00639894,0.005662923,0.005489739
Norway,0.003875546,0.004085776,0.004241636,0.004491202,0.004889741,0.005190356,0.005379839,0.005434319
Liberia,0.001463563,0.001932169,0.002209731,0.002895224,0.004019956,0.004612329,0.005087584,0.005302681
Palestine,0.001118241,0.00145362,0.002124609,0.003139954,0.003992278,0.004484614,0.005019401,0.005250072
New Zealand,0.002824061,0.003147168,0.003397389,0.003855266,0.004346338,0.00459059,0.005061133,0.005185288
Costa Rica,0.001855697,0.002414303,0.003158253,0.003979193,0.004622252,0.004895242,0.005123105,0.005180829
Ireland,0.002937637,0.003391387,0.003485374,0.00376895,0.004524585,0.00466576,0.004946119,0.005023109
Mauritania,0.001122198,0.001506694,0.002006027,0.002695003,0.003419461,0.00394622,0.004498604,0.004736139
Oman,0.000670693,0.001017462,0.001804524,0.002344253,0.002881914,0.004191776,0.004543399,0.004576298
Panama,0.001516188,0.001956987,0.002449968,0.003001731,0.003623617,0.003957099,0.004294396,0.004408581
Kuwait,0.000802786,0.00149387,0.001674938,0.001934901,0.002943356,0.003908743,0.004360444,0.004268873
Croatia,0.004492638,0.004680144,0.004873707,0.004548434,0.004368682,0.004254815,0.004096868,0.004030358
Georgia,0.004800426,0.005145843,0.005391636,0.004265172,0.003836831,0.003771132,0.003765912,0.003744385
Eritrea,0.001272748,0.001657982,0.00214996,0.00239288,0.003147727,0.003340006,0.003555868,0.003684032
Uruguay,0.002790265,0.00295375,0.003117012,0.003292224,0.003352651,0.003402818,0.003429086,0.003422794
Mongolia,0.00129388,0.00169778,0.002161433,0.002450979,0.00270252,0.002964749,0.003294335,0.003398366
Moldova,0.00371114,0.00410324,0.004480199,0.004251573,0.003678186,0.003277388,0.003084847,0.003272996
Puerto Rico,0.002737619,0.003214568,0.003543776,0.003827108,0.003717922,0.003497335,0.003271564,0.003252407
Bosnia and Herzegovina,0.003815561,0.00419982,0.00449431,0.00417935,0.003811088,0.003524324,0.003318407,0.003233526
Albania,0.002324731,0.002941651,0.003295066,0.003182021,0.002913399,0.002882481,0.002866849,0.002842321
Jamaica,0.001859091,0.002135546,0.00239203,0.002612205,0.002733896,0.002794445,0.002820436,0.002827377
Armenia,0.002534377,0.003135123,0.003556539,0.003168523,0.002946293,0.002878595,0.002805608,0.002780469
Lithuania,0.003210147,0.003521206,0.003785847,0.003599637,0.003139019,0.002963765,0.002820267,0.002750055
Gambia,0.000528731,0.000718586,0.001040616,0.001437539,0.001937275,0.002253133,0.002573995,0.002705992
Qatar,0.000118007,0.00027745,0.000441675,0.000645937,0.001713504,0.002414573,0.002760385,0.002695122
Botswana,0.000592244,0.000938578,0.001341474,0.001726985,0.002091664,0.002305171,0.002546402,0.002630296
Namibia,0.000754467,0.000975994,0.001369011,0.001819141,0.002099271,0.002282704,0.002489098,0.002567012
Gabon,0.000597192,0.000749078,0.000983028,0.001272935,0.001711105,0.002028517,0.002292573,0.002388992
Lesotho,0.001023481,0.001407672,0.001798997,0.00199863,0.002022747,0.002118521,0.0022541,0.002305825
